gene_id	exonic_length
ENSMUSG00000085569	1118
ENSMUSG00000062937	3226
ENSMUSG00000087659	1331
ENSMUSG00000044303	1172
ENSMUSG00000073802	1390
ENSMUSG00000085147	610
ENSMUSG00000086035	581
ENSMUSG00000043753	4194
ENSMUSG00000085690	711
ENSMUSG00000070902	2276
ENSMUSG00000008489	8313
ENSMUSG00000085817	575
ENSMUSG00000086042	576
ENSMUSG00000087517	790
ENSMUSG00000028533	1265
ENSMUSG00000066107	764
ENSMUSG00000085209	368
ENSMUSG00000054000	1374
ENSMUSG00000084833	581
ENSMUSG00000085931	656
ENSMUSG00000087128	961
ENSMUSG00000028578	3591
ENSMUSG00000028577	6441
ENSMUSG00000028576	2656
ENSMUSG00000049799	2848
ENSMUSG00000006386	4712
ENSMUSG00000028575	1287
ENSMUSG00000062627	8946
ENSMUSG00000086251	748
ENSMUSG00000052767	2039
ENSMUSG00000052684	3189
ENSMUSG00000087366	4117
ENSMUSG00000085377	700
ENSMUSG00000100189	824
ENSMUSG00000084918	1293
ENSMUSG00000100129	813
ENSMUSG00000084939	3502
ENSMUSG00000085835	489
ENSMUSG00000028573	5844
ENSMUSG00000044125	1725
ENSMUSG00000028572	8318
ENSMUSG00000028571	4690
ENSMUSG00000081225	1944
ENSMUSG00000081362	1515
ENSMUSG00000066097	1917
ENSMUSG00000082932	1512
ENSMUSG00000052914	3605
ENSMUSG00000015224	3337
ENSMUSG00000052520	2345
ENSMUSG00000078639	1904
ENSMUSG00000048747	2046
ENSMUSG00000085710	808
ENSMUSG00000028565	10891
ENSMUSG00000046683	1121
ENSMUSG00000028563	1124
ENSMUSG00000061859	13162
ENSMUSG00000087166	3174
ENSMUSG00000035407	4795
ENSMUSG00000085843	2251
ENSMUSG00000073794	2264
ENSMUSG00000028560	3733
ENSMUSG00000028556	16818
ENSMUSG00000028553	3580
ENSMUSG00000087395	872
ENSMUSG00000086498	700
ENSMUSG00000028550	3351
ENSMUSG00000070891	1359
ENSMUSG00000087332	354
ENSMUSG00000086096	701
ENSMUSG00000067261	2324
ENSMUSG00000086592	1081
ENSMUSG00000073792	8544
ENSMUSG00000028549	4632
ENSMUSG00000073791	2259
ENSMUSG00000025791	2921
ENSMUSG00000085142	612
ENSMUSG00000035305	5762
ENSMUSG00000086385	659
ENSMUSG00000069733	1537
ENSMUSG00000085871	608
ENSMUSG00000028532	6020
ENSMUSG00000035275	6342
ENSMUSG00000028530	7227
ENSMUSG00000085863	263
ENSMUSG00000085721	344
ENSMUSG00000086782	918
ENSMUSG00000087361	770
ENSMUSG00000084758	666
ENSMUSG00000028527	4646
ENSMUSG00000028528	5926
ENSMUSG00000035212	1898
ENSMUSG00000057722	7049
ENSMUSG00000035201	1976
ENSMUSG00000046133	913
ENSMUSG00000037028	1455
ENSMUSG00000070890	1452
ENSMUSG00000078626	951
ENSMUSG00000078625	986
ENSMUSG00000028525	10560
ENSMUSG00000028524	10136
ENSMUSG00000085181	1912
ENSMUSG00000028523	2921
ENSMUSG00000085041	3655
ENSMUSG00000066090	724
ENSMUSG00000035126	7307
ENSMUSG00000028522	12513
ENSMUSG00000028521	8528
ENSMUSG00000107726	1891
ENSMUSG00000028520	2754
ENSMUSG00000078618	1185
ENSMUSG00000035069	2144
ENSMUSG00000086136	711
ENSMUSG00000087482	472
ENSMUSG00000028519	7908
ENSMUSG00000029656	2545
ENSMUSG00000035031	3636
ENSMUSG00000095386	24
ENSMUSG00000078612	3136
ENSMUSG00000028518	7969
ENSMUSG00000028517	3159
ENSMUSG00000083780	539
ENSMUSG00000085790	624
ENSMUSG00000086249	665
ENSMUSG00000087051	291
ENSMUSG00000028514	12350
ENSMUSG00000044254	3521
ENSMUSG00000025418	2756
ENSMUSG00000085933	6113
ENSMUSG00000086172	1872
ENSMUSG00000034926	4028
ENSMUSG00000085023	519
ENSMUSG00000054362	1673
ENSMUSG00000034919	3318
ENSMUSG00000043572	3094
ENSMUSG00000025413	3568
ENSMUSG00000047502	4800
ENSMUSG00000034871	1923
ENSMUSG00000034853	6056
ENSMUSG00000086940	615
ENSMUSG00000061887	6582
ENSMUSG00000085581	644
ENSMUSG00000028622	4460
ENSMUSG00000028621	7430
ENSMUSG00000047636	3117
ENSMUSG00000085304	1813
ENSMUSG00000028619	7193
ENSMUSG00000028618	2056
ENSMUSG00000070877	1093
ENSMUSG00000028617	2139
ENSMUSG00000063172	2071
ENSMUSG00000034785	1970
ENSMUSG00000057375	6783
ENSMUSG00000086041	344
ENSMUSG00000028614	4924
ENSMUSG00000034762	3645
ENSMUSG00000028610	2083
ENSMUSG00000085549	1050
ENSMUSG00000087195	507
ENSMUSG00000087289	2141
ENSMUSG00000087200	1770
ENSMUSG00000028613	12689
ENSMUSG00000073779	3221
ENSMUSG00000028612	695
ENSMUSG00000028609	770
ENSMUSG00000028608	5633
ENSMUSG00000028607	2391
ENSMUSG00000086713	698
ENSMUSG00000008932	3360
ENSMUSG00000028600	4270
ENSMUSG00000028603	3478
ENSMUSG00000028601	2287
ENSMUSG00000034645	2597
ENSMUSG00000034636	9046
ENSMUSG00000048351	3851
ENSMUSG00000059816	593
ENSMUSG00000028597	1289
ENSMUSG00000034610	8684
ENSMUSG00000085093	725
ENSMUSG00000063800	5298
ENSMUSG00000028587	3479
ENSMUSG00000084968	3700
ENSMUSG00000028582	4771
ENSMUSG00000091985	3039
ENSMUSG00000034557	6459
ENSMUSG00000094958	1812
ENSMUSG00000028568	4546
ENSMUSG00000028567	2253
ENSMUSG00000073775	1629
ENSMUSG00000003411	3524
ENSMUSG00000086483	903
ENSMUSG00000053510	7140
ENSMUSG00000028559	7006
ENSMUSG00000028558	2522
ENSMUSG00000028552	6931
ENSMUSG00000085873	858
ENSMUSG00000028555	4904
ENSMUSG00000028557	4263
ENSMUSG00000060491	963
ENSMUSG00000087641	667
ENSMUSG00000059027	3142
ENSMUSG00000028551	2686
ENSMUSG00000010517	5093
ENSMUSG00000085256	848
ENSMUSG00000047143	2922
ENSMUSG00000028546	5387
ENSMUSG00000061298	9599
ENSMUSG00000028545	2105
ENSMUSG00000034401	5616
ENSMUSG00000028544	5184
ENSMUSG00000078599	4657
ENSMUSG00000049214	3989
ENSMUSG00000089773	3014
ENSMUSG00000055960	4369
ENSMUSG00000070868	3843
ENSMUSG00000049972	1372
ENSMUSG00000034359	2384
ENSMUSG00000048766	3738
ENSMUSG00000087194	3824
ENSMUSG00000085878	318
ENSMUSG00000078598	4590
ENSMUSG00000057977	1393
ENSMUSG00000070867	6617
ENSMUSG00000100998	644
ENSMUSG00000085870	2434
ENSMUSG00000085323	1088
ENSMUSG00000055198	2306
ENSMUSG00000055210	2592
ENSMUSG00000085399	3224
ENSMUSG00000044518	867
ENSMUSG00000028719	3420
ENSMUSG00000028718	5795
ENSMUSG00000028717	4379
ENSMUSG00000028716	1778
ENSMUSG00000047155	4187
ENSMUSG00000086896	2003
ENSMUSG00000083138	1530
ENSMUSG00000066071	2422
ENSMUSG00000078597	2395
ENSMUSG00000084346	1527
ENSMUSG00000028715	2601
ENSMUSG00000066072	2109
ENSMUSG00000028712	2509
ENSMUSG00000063929	1536
ENSMUSG00000028713	2256
ENSMUSG00000034210	8201
ENSMUSG00000044556	802
ENSMUSG00000028710	4050
ENSMUSG00000028709	2975
ENSMUSG00000028708	4502
ENSMUSG00000100081	260
ENSMUSG00000073774	2521
ENSMUSG00000034185	1605
ENSMUSG00000028707	5856
ENSMUSG00000034171	7834
ENSMUSG00000028706	5993
ENSMUSG00000063882	1237
ENSMUSG00000028703	3713
ENSMUSG00000028702	7706
ENSMUSG00000028700	5463
ENSMUSG00000028701	5886
ENSMUSG00000028699	2329
ENSMUSG00000078593	385
ENSMUSG00000085920	434
ENSMUSG00000028698	5300
ENSMUSG00000003810	7645
ENSMUSG00000028696	2126
ENSMUSG00000055900	2069
ENSMUSG00000087299	751
ENSMUSG00000034042	4158
ENSMUSG00000085408	2436
ENSMUSG00000034035	2634
ENSMUSG00000028693	7518
ENSMUSG00000028692	2750
ENSMUSG00000028691	3043
ENSMUSG00000028690	2224
ENSMUSG00000028689	2519
ENSMUSG00000033985	4272
ENSMUSG00000028688	2979
ENSMUSG00000028687	2612
ENSMUSG00000043155	1804
ENSMUSG00000086417	636
ENSMUSG00000033948	5582
ENSMUSG00000028684	2591
ENSMUSG00000046861	4901
ENSMUSG00000086890	575
ENSMUSG00000028683	6520
ENSMUSG00000028681	5974
ENSMUSG00000073771	3883
ENSMUSG00000047671	1111
ENSMUSG00000028680	2531
ENSMUSG00000047675	1726
ENSMUSG00000028678	4363
ENSMUSG00000086482	363
ENSMUSG00000060268	2466
ENSMUSG00000048772	1713
ENSMUSG00000028677	8239
ENSMUSG00000085749	891
ENSMUSG00000086876	289
ENSMUSG00000087228	660
ENSMUSG00000033423	3007
ENSMUSG00000009640	2636
ENSMUSG00000086320	627
ENSMUSG00000108127	1767
ENSMUSG00000048626	2400
ENSMUSG00000028542	5141
ENSMUSG00000091237	511
ENSMUSG00000078588	4491
ENSMUSG00000028541	5031
ENSMUSG00000085278	338
ENSMUSG00000033379	2051
ENSMUSG00000028540	3030
ENSMUSG00000033365	4207
ENSMUSG00000028539	2405
ENSMUSG00000028538	2768
ENSMUSG00000086554	502
ENSMUSG00000033326	5782
ENSMUSG00000033295	9148
ENSMUSG00000033253	11947
ENSMUSG00000006392	3001
ENSMUSG00000006390	2726
ENSMUSG00000006398	1868
ENSMUSG00000006389	3155
ENSMUSG00000033191	4917
ENSMUSG00000028536	1202
ENSMUSG00000050854	2339
ENSMUSG00000028730	4020
ENSMUSG00000028729	3553
ENSMUSG00000085292	442
ENSMUSG00000043698	2690
ENSMUSG00000043383	3269
ENSMUSG00000046790	4957
ENSMUSG00000070821	3570
ENSMUSG00000070820	2559
ENSMUSG00000095218	2968
ENSMUSG00000111159	951
ENSMUSG00000066061	1148
ENSMUSG00000110947	3006
ENSMUSG00000073769	3230
ENSMUSG00000073768	5822
ENSMUSG00000096705	942
ENSMUSG00000111259	5038
ENSMUSG00000073765	536
ENSMUSG00000024903	2538
ENSMUSG00000085895	681
ENSMUSG00000087238	326
ENSMUSG00000087464	472
ENSMUSG00000066060	1671
ENSMUSG00000028645	3506
ENSMUSG00000086683	457
ENSMUSG00000085505	417
ENSMUSG00000045268	2399
ENSMUSG00000028644	5297
ENSMUSG00000028643	1065
ENSMUSG00000078584	9570
ENSMUSG00000028642	1504
ENSMUSG00000085626	642
ENSMUSG00000028641	3846
ENSMUSG00000085203	373
ENSMUSG00000066058	4263
ENSMUSG00000028639	2531
ENSMUSG00000060288	1894
ENSMUSG00000028637	12386
ENSMUSG00000118403	855
ENSMUSG00000028636	1605
ENSMUSG00000070806	1869
ENSMUSG00000048899	4158
ENSMUSG00000087385	2760
ENSMUSG00000032998	10973
ENSMUSG00000023247	594
ENSMUSG00000032978	870
ENSMUSG00000028634	17627
ENSMUSG00000115115	78
ENSMUSG00000028635	1462
ENSMUSG00000052135	2615
ENSMUSG00000084929	2291
ENSMUSG00000000085	7731
ENSMUSG00000047518	1762
ENSMUSG00000028633	3316
ENSMUSG00000091297	420
ENSMUSG00000086187	957
ENSMUSG00000110389	887
ENSMUSG00000070803	1249
ENSMUSG00000028631	4024
ENSMUSG00000032897	2942
ENSMUSG00000032890	7972
ENSMUSG00000028629	2008
ENSMUSG00000064141	2782
ENSMUSG00000032870	3160
ENSMUSG00000028626	3095
ENSMUSG00000043207	7145
ENSMUSG00000078577	719
ENSMUSG00000049878	9492
ENSMUSG00000073764	1181
ENSMUSG00000078576	1149
ENSMUSG00000078575	360
ENSMUSG00000023263	803
ENSMUSG00000028657	3674
ENSMUSG00000028656	3494
ENSMUSG00000028655	2250
ENSMUSG00000086443	1638
ENSMUSG00000028654	4038
ENSMUSG00000028653	2087
ENSMUSG00000086153	667
ENSMUSG00000002384	3880
ENSMUSG00000076438	1735
ENSMUSG00000028651	1719
ENSMUSG00000046093	5339
ENSMUSG00000054958	1220
ENSMUSG00000032744	5113
ENSMUSG00000011257	4027
ENSMUSG00000032726	2405
ENSMUSG00000076436	1760
ENSMUSG00000028649	32099
ENSMUSG00000087307	1124
ENSMUSG00000028648	860
ENSMUSG00000023075	3450
ENSMUSG00000043333	3070
ENSMUSG00000086275	677
ENSMUSG00000073761	2183
ENSMUSG00000028647	2934
ENSMUSG00000085875	3206
ENSMUSG00000028646	3341
ENSMUSG00000086087	948
ENSMUSG00000086955	726
ENSMUSG00000086978	2603
ENSMUSG00000084757	1252
ENSMUSG00000098760	424
ENSMUSG00000073759	969
ENSMUSG00000090125	3849
ENSMUSG00000028907	4711
ENSMUSG00000032643	1683
ENSMUSG00000028902	2785
ENSMUSG00000086589	1499
ENSMUSG00000028894	4657
ENSMUSG00000028890	8907
ENSMUSG00000078570	2069
ENSMUSG00000028889	1981
ENSMUSG00000042763	2727
ENSMUSG00000028876	7204
ENSMUSG00000085263	519
ENSMUSG00000028873	5177
ENSMUSG00000044730	5592
ENSMUSG00000087011	676
ENSMUSG00000028871	1938
ENSMUSG00000028869	3683
ENSMUSG00000042707	2133
ENSMUSG00000050213	2428
ENSMUSG00000086342	620
ENSMUSG00000028863	5211
ENSMUSG00000042677	2882
ENSMUSG00000087010	306
ENSMUSG00000001985	8973
ENSMUSG00000085562	4441
ENSMUSG00000028859	3609
ENSMUSG00000028861	1693
ENSMUSG00000042616	5254
ENSMUSG00000050188	943
ENSMUSG00000042608	4117
ENSMUSG00000086961	519
ENSMUSG00000050212	1942
ENSMUSG00000073758	2717
ENSMUSG00000043962	9234
ENSMUSG00000028849	3652
ENSMUSG00000028847	1737
ENSMUSG00000056174	4489
ENSMUSG00000042558	2475
ENSMUSG00000028845	1900
ENSMUSG00000087394	674
ENSMUSG00000028842	16571
ENSMUSG00000041530	8120
ENSMUSG00000042500	6947
ENSMUSG00000042489	7186
ENSMUSG00000073755	2891
ENSMUSG00000028837	1204
ENSMUSG00000042477	2085
ENSMUSG00000028833	3710
ENSMUSG00000028830	6259
ENSMUSG00000042446	8139
ENSMUSG00000028820	4743
ENSMUSG00000085334	2680
ENSMUSG00000043872	4164
ENSMUSG00000042408	7692
ENSMUSG00000070737	1910
ENSMUSG00000042388	4521
ENSMUSG00000042380	1022
ENSMUSG00000050234	1685
ENSMUSG00000042367	1966
ENSMUSG00000046623	1446
ENSMUSG00000042357	1721
ENSMUSG00000086138	665
ENSMUSG00000086771	436
ENSMUSG00000087470	3568
ENSMUSG00000087510	701
ENSMUSG00000028813	2319
ENSMUSG00000028804	17077
ENSMUSG00000087459	647
ENSMUSG00000048686	746
ENSMUSG00000085717	518
ENSMUSG00000061894	8375
ENSMUSG00000062545	3177
ENSMUSG00000084891	674
ENSMUSG00000028796	7064
ENSMUSG00000028794	3588
ENSMUSG00000028799	3052
ENSMUSG00000085701	1454
ENSMUSG00000041000	5015
ENSMUSG00000028789	4024
ENSMUSG00000085961	487
ENSMUSG00000028792	2140
ENSMUSG00000085085	1009
ENSMUSG00000028793	2872
ENSMUSG00000028786	1222
ENSMUSG00000028785	2922
ENSMUSG00000087416	323
ENSMUSG00000001334	2763
ENSMUSG00000040928	9448
ENSMUSG00000028811	5943
ENSMUSG00000050390	5770
ENSMUSG00000087575	607
ENSMUSG00000001333	2862
ENSMUSG00000057236	8744
ENSMUSG00000057572	4500
ENSMUSG00000028807	2321
ENSMUSG00000048485	6489
ENSMUSG00000040859	5630
ENSMUSG00000000411	1280
ENSMUSG00000078554	637
ENSMUSG00000086336	405
ENSMUSG00000047945	1605
ENSMUSG00000028800	3445
ENSMUSG00000000409	2929
ENSMUSG00000050493	959
ENSMUSG00000028798	3702
ENSMUSG00000028797	4273
ENSMUSG00000078552	1371
ENSMUSG00000040795	3188
ENSMUSG00000028795	2026
ENSMUSG00000053841	5348
ENSMUSG00000003731	6729
ENSMUSG00000053730	2286
ENSMUSG00000028790	6419
ENSMUSG00000028788	4377
ENSMUSG00000086369	1320
ENSMUSG00000028784	3223
ENSMUSG00000085389	873
ENSMUSG00000028782	6487
ENSMUSG00000085517	1145
ENSMUSG00000040690	6750
ENSMUSG00000028779	1915
ENSMUSG00000028778	2608
ENSMUSG00000028776	4358
ENSMUSG00000023120	2314
ENSMUSG00000023232	2319
ENSMUSG00000073752	2119
ENSMUSG00000028773	823
ENSMUSG00000028772	4560
ENSMUSG00000074088	3987
ENSMUSG00000078532	1426
ENSMUSG00000028580	6008
ENSMUSG00000087449	511
ENSMUSG00000086548	1006
ENSMUSG00000025743	5989
ENSMUSG00000087451	581
ENSMUSG00000097224	415
ENSMUSG00000028581	3788
ENSMUSG00000040533	2001
ENSMUSG00000085804	607
ENSMUSG00000086262	1049
ENSMUSG00000078531	4517
ENSMUSG00000087171	963
ENSMUSG00000086856	692
ENSMUSG00000028909	7113
ENSMUSG00000028910	3041
ENSMUSG00000028911	3561
ENSMUSG00000085667	5873
ENSMUSG00000118394	511
ENSMUSG00000070720	1476
ENSMUSG00000028906	16386
ENSMUSG00000084869	669
ENSMUSG00000070717	2296
ENSMUSG00000050511	4021
ENSMUSG00000040025	4572
ENSMUSG00000028901	7857
ENSMUSG00000100813	3134
ENSMUSG00000099937	158
ENSMUSG00000028899	4038
ENSMUSG00000089687	761
ENSMUSG00000086290	2402
ENSMUSG00000028898	2710
ENSMUSG00000028896	3848
ENSMUSG00000085241	986
ENSMUSG00000091021	1527
ENSMUSG00000066043	4960
ENSMUSG00000066042	1998
ENSMUSG00000028893	3475
ENSMUSG00000086997	622
ENSMUSG00000054428	1441
ENSMUSG00000087352	485
ENSMUSG00000054405	2555
ENSMUSG00000056529	3637
ENSMUSG00000028886	5647
ENSMUSG00000037752	4312
ENSMUSG00000028885	2006
ENSMUSG00000028884	2993
ENSMUSG00000037731	3079
ENSMUSG00000028882	2924
ENSMUSG00000028879	3188
ENSMUSG00000028878	3088
ENSMUSG00000028874	3863
ENSMUSG00000037692	8444
ENSMUSG00000028868	6258
ENSMUSG00000049649	2734
ENSMUSG00000028865	1827
ENSMUSG00000028862	4604
ENSMUSG00000028860	2518
ENSMUSG00000028857	2003
ENSMUSG00000037622	4800
ENSMUSG00000028854	5324
ENSMUSG00000086850	665
ENSMUSG00000046694	2287
ENSMUSG00000056596	1654
ENSMUSG00000037600	2379
ENSMUSG00000028851	1425
ENSMUSG00000037583	1132
ENSMUSG00000028850	2086
ENSMUSG00000028848	1482
ENSMUSG00000047281	1613
ENSMUSG00000037553	5382
ENSMUSG00000043257	4180
ENSMUSG00000007880	11476
ENSMUSG00000084789	333
ENSMUSG00000003644	4258
ENSMUSG00000085009	1169
ENSMUSG00000003038	3060
ENSMUSG00000012117	3784
ENSMUSG00000050966	3996
ENSMUSG00000087288	664
ENSMUSG00000049410	1471
ENSMUSG00000012123	7801
ENSMUSG00000000682	1187
ENSMUSG00000012126	4742
ENSMUSG00000028843	821
ENSMUSG00000037443	5269
ENSMUSG00000073747	2338
ENSMUSG00000048003	2101
ENSMUSG00000028841	2804
ENSMUSG00000028840	2088
ENSMUSG00000086322	2124
ENSMUSG00000108398	647
ENSMUSG00000050105	1275
ENSMUSG00000050890	5810
ENSMUSG00000028834	2842
ENSMUSG00000028836	3564
ENSMUSG00000028838	4333
ENSMUSG00000037366	3616
ENSMUSG00000087343	904
ENSMUSG00000028832	1922
ENSMUSG00000037348	4259
ENSMUSG00000078521	1275
ENSMUSG00000046671	5370
ENSMUSG00000050989	3619
ENSMUSG00000037306	5722
ENSMUSG00000037295	7010
ENSMUSG00000028826	6744
ENSMUSG00000028825	1594
ENSMUSG00000028822	1270
ENSMUSG00000037266	3349
ENSMUSG00000028821	2043
ENSMUSG00000086884	276
ENSMUSG00000070691	5003
ENSMUSG00000084986	412
ENSMUSG00000037242	6572
ENSMUSG00000085002	273
ENSMUSG00000028809	7299
ENSMUSG00000043924	2227
ENSMUSG00000059713	5111
ENSMUSG00000087016	590
ENSMUSG00000028803	7588
ENSMUSG00000028801	3054
ENSMUSG00000037188	2789
ENSMUSG00000086788	3024
ENSMUSG00000062157	4182
ENSMUSG00000037157	2569
ENSMUSG00000037139	6038
ENSMUSG00000028676	7003
ENSMUSG00000028675	2213
ENSMUSG00000062585	3982
ENSMUSG00000028673	3276
ENSMUSG00000028672	2434
ENSMUSG00000028671	2370
ENSMUSG00000028670	2054
ENSMUSG00000028669	2477
ENSMUSG00000028668	4708
ENSMUSG00000085714	507
ENSMUSG00000097995	416
ENSMUSG00000059291	2697
ENSMUSG00000007872	1791
ENSMUSG00000018983	4882
ENSMUSG00000036995	4225
ENSMUSG00000001604	1400
ENSMUSG00000051351	5212
ENSMUSG00000066037	22199
ENSMUSG00000098155	715
ENSMUSG00000070687	3201
ENSMUSG00000066178	1731
ENSMUSG00000001089	8112
ENSMUSG00000036940	5179
ENSMUSG00000036921	683
ENSMUSG00000070683	2954
ENSMUSG00000028664	12608
ENSMUSG00000036905	1088
ENSMUSG00000036896	1931
ENSMUSG00000036887	1040
ENSMUSG00000028661	4713
ENSMUSG00000060862	10710
ENSMUSG00000085542	874
ENSMUSG00000087417	774
ENSMUSG00000085833	2904
ENSMUSG00000036856	4194
ENSMUSG00000006699	2966
ENSMUSG00000101493	1117
ENSMUSG00000078520	958
ENSMUSG00000023433	1665
ENSMUSG00000086845	828
ENSMUSG00000041399	1048
ENSMUSG00000028763	14739
ENSMUSG00000094035	2508
ENSMUSG00000043411	9686
ENSMUSG00000041351	6429
ENSMUSG00000087476	471
ENSMUSG00000028766	4033
ENSMUSG00000057530	5300
ENSMUSG00000085823	863
ENSMUSG00000028760	11063
ENSMUSG00000084804	737
ENSMUSG00000078519	400
ENSMUSG00000028759	8433
ENSMUSG00000045349	3740
ENSMUSG00000028758	4582
ENSMUSG00000028757	2120
ENSMUSG00000028756	2673
ENSMUSG00000028755	1035
ENSMUSG00000078235	2437
ENSMUSG00000046109	2105
ENSMUSG00000041241	4000
ENSMUSG00000046447	4444
ENSMUSG00000028753	7805
ENSMUSG00000043621	4564
ENSMUSG00000028750	3612
ENSMUSG00000028749	2465
ENSMUSG00000041202	2243
ENSMUSG00000041193	2884
ENSMUSG00000078518	655
ENSMUSG00000028751	917
ENSMUSG00000041161	1668
ENSMUSG00000070661	1249
ENSMUSG00000041143	3596
ENSMUSG00000028747	2341
ENSMUSG00000110296	165
ENSMUSG00000041120	2033
ENSMUSG00000050608	2766
ENSMUSG00000073739	2324
ENSMUSG00000028745	3299
ENSMUSG00000028744	3516
ENSMUSG00000028743	1793
ENSMUSG00000028741	2611
ENSMUSG00000078517	6683
ENSMUSG00000066036	17997
ENSMUSG00000041025	6216
ENSMUSG00000028737	4907
ENSMUSG00000028738	3047
ENSMUSG00000028736	5860
ENSMUSG00000087646	558
ENSMUSG00000087628	277
ENSMUSG00000085928	1548
ENSMUSG00000078234	7807
ENSMUSG00000040972	1979
ENSMUSG00000085968	241
ENSMUSG00000086164	594
ENSMUSG00000087084	1720
ENSMUSG00000086960	400
ENSMUSG00000086437	407
ENSMUSG00000085047	608
ENSMUSG00000040964	5693
ENSMUSG00000086159	1163
ENSMUSG00000040945	4155
ENSMUSG00000040935	2532
ENSMUSG00000025330	4835
ENSMUSG00000025328	3447
ENSMUSG00000085918	2001
ENSMUSG00000025329	3754
ENSMUSG00000087045	591
ENSMUSG00000028927	5013
ENSMUSG00000087698	924
ENSMUSG00000009863	2239
ENSMUSG00000036622	6000
ENSMUSG00000060572	1211
ENSMUSG00000040860	8266
ENSMUSG00000028923	3095
ENSMUSG00000045004	2629
ENSMUSG00000040842	3327
ENSMUSG00000097620	2116
ENSMUSG00000028920	5934
ENSMUSG00000073733	1879
ENSMUSG00000028919	4242
ENSMUSG00000085774	1961
ENSMUSG00000085395	564
ENSMUSG00000006445	4674
ENSMUSG00000085836	2735
ENSMUSG00000006218	1433
ENSMUSG00000033770	2942
ENSMUSG00000086061	1679
ENSMUSG00000006216	2639
ENSMUSG00000006221	2769
ENSMUSG00000070637	905
ENSMUSG00000006215	3877
ENSMUSG00000040761	14089
ENSMUSG00000006219	4457
ENSMUSG00000043085	3991
ENSMUSG00000073731	944
ENSMUSG00000040740	2670
ENSMUSG00000028917	5186
ENSMUSG00000078515	9553
ENSMUSG00000040715	1749
ENSMUSG00000040706	1407
ENSMUSG00000040697	6510
ENSMUSG00000028914	5197
ENSMUSG00000058579	1723
ENSMUSG00000062478	1428
ENSMUSG00000086818	322
ENSMUSG00000040659	2381
ENSMUSG00000100396	1327
ENSMUSG00000085922	945
ENSMUSG00000051435	6141
ENSMUSG00000085424	997
ENSMUSG00000085761	630
ENSMUSG00000040616	1875
ENSMUSG00000085574	459
ENSMUSG00000073728	3562
ENSMUSG00000040606	10721
ENSMUSG00000087525	562
ENSMUSG00000085816	769
ENSMUSG00000110067	1568
ENSMUSG00000057637	7420
ENSMUSG00000028583	1817
ENSMUSG00000028584	2324
ENSMUSG00000041805	2794
ENSMUSG00000046862	4176
ENSMUSG00000047799	1981
ENSMUSG00000095409	2055
ENSMUSG00000070616	2104
ENSMUSG00000070618	2141
ENSMUSG00000096154	2093
ENSMUSG00000066688	2464
ENSMUSG00000078513	1819
ENSMUSG00000070617	1807
ENSMUSG00000046435	2106
ENSMUSG00000066031	1810
ENSMUSG00000059218	2124
ENSMUSG00000029451	1982
ENSMUSG00000078512	2087
ENSMUSG00000078511	1684
ENSMUSG00000078510	1678
ENSMUSG00000078509	1753
ENSMUSG00000073724	2490
ENSMUSG00000073723	2338
ENSMUSG00000050810	1865
ENSMUSG00000066030	2481
ENSMUSG00000046262	2981
ENSMUSG00000036749	2299
ENSMUSG00000078508	1745
ENSMUSG00000070619	2094
ENSMUSG00000073721	1434
ENSMUSG00000028591	2573
ENSMUSG00000028590	767
ENSMUSG00000028589	974
ENSMUSG00000095213	2422
ENSMUSG00000078507	3153
ENSMUSG00000028593	1406
ENSMUSG00000078506	1221
ENSMUSG00000070609	1224
ENSMUSG00000078505	1224
ENSMUSG00000041735	1227
ENSMUSG00000078504	1432
ENSMUSG00000066026	2927
ENSMUSG00000020220	24771
ENSMUSG00000028599	3818
ENSMUSG00000028602	3459
ENSMUSG00000085101	665
ENSMUSG00000078503	3498
ENSMUSG00000078502	3595
ENSMUSG00000058186	4006
ENSMUSG00000087513	940
ENSMUSG00000078500	1427
ENSMUSG00000066009	3039
ENSMUSG00000066007	4937
ENSMUSG00000086654	468
ENSMUSG00000085525	1412
ENSMUSG00000070605	4550
ENSMUSG00000056300	3164
ENSMUSG00000086046	1069
ENSMUSG00000063245	1275
ENSMUSG00000045699	1460
ENSMUSG00000086147	2395
ENSMUSG00000067919	4349
ENSMUSG00000093617	1693
ENSMUSG00000067916	2917
ENSMUSG00000078498	2800
ENSMUSG00000078497	1287
ENSMUSG00000078496	1488
ENSMUSG00000065999	2871
ENSMUSG00000066000	4111
ENSMUSG00000086130	1620
ENSMUSG00000062518	2885
ENSMUSG00000078495	2912
ENSMUSG00000093594	2516
ENSMUSG00000059423	4270
ENSMUSG00000029022	3354
ENSMUSG00000070583	1380
ENSMUSG00000029020	5194
ENSMUSG00000019055	6765
ENSMUSG00000044496	2731
ENSMUSG00000029019	781
ENSMUSG00000041616	865
ENSMUSG00000086806	820
ENSMUSG00000029016	5933
ENSMUSG00000029009	7315
ENSMUSG00000078494	815
ENSMUSG00000029007	4236
ENSMUSG00000029005	5200
ENSMUSG00000029003	2622
ENSMUSG00000055401	2207
ENSMUSG00000029001	3024
ENSMUSG00000041556	1288
ENSMUSG00000041544	5450
ENSMUSG00000087027	1090
ENSMUSG00000086326	258
ENSMUSG00000047719	2992
ENSMUSG00000028991	10109
ENSMUSG00000028989	2157
ENSMUSG00000017264	3594
ENSMUSG00000087217	494
ENSMUSG00000006442	1599
ENSMUSG00000028979	3307
ENSMUSG00000041459	7796
